z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
77,97,174Ir,1374.6,1374600,7.90E+3,6.45E-2
77,97,174Ir,1374.6,1374600,7.90E+3,6.45E-2
77,98,175Ir,1384.25,1384250,7.91E+3,7.08E-2
77,98,175Ir,1384.25,1384250,7.91E+3,7.08E-2
77,99,176Ir,1393.92,1393920,7.92E+3,4.59E-2
77,87,164Ir,1271,1271000,7.75E+3,2
77,88,165Ir,1282.05,1282050,7.77E+3,1
77,88,165Ir,1282.05,1282050,7.77E+3,1
77,89,166Ir,1291.48,1291480,7.78E+3,1
77,89,166Ir,1291.48,1291480,7.78E+3,1
78,130,208Pt,1618.24,1618240,7.78E+3,2
78,100,178Pt,1406.2,1406200,7.90E+3,5.69E-2
78,101,179Pt,1415.89,1415890,7.91E+3,4.46E-2
78,106,184Pt,1460.96,1460960,7.94E+3,8.01E-2
78,107,185Pt,1467.05,1467050,7.93E+3,1.39E-1
78,107,185Pt,1467.05,1467050,7.93E+3,1.39E-1
78,108,186Pt,1476.84,1476840,7.94E+3,1.16E-1
78,109,187Pt,1484.78,1484780,7.94E+3,1.28E-1
78,102,180Pt,1425.6,1425600,7.92E+3,5.58E-2
78,103,181Pt,1433.52,1433520,7.92E+3,7.56E-2
78,104,182Pt,1443.26,1443260,7.93E+3,7.19E-2
78,105,183Pt,1451.19,1451190,7.93E+3,7.77E-2
78,105,183Pt,1451.19,1451190,7.93E+3,7.77E-2
78,110,188Pt,1492.72,1492720,7.94E+3,2.82E-2
78,111,189Pt,1500.66,1500660,7.94E+3,5.34E-2
78,112,190Pt,1508.6,1508600,7.94E+3,3.50E-3
78,117,195Pt,1544.4,1544400,7.92E+3,2.60E-3
78,117,195Pt,1544.4,1544400,7.92E+3,2.60E-3
78,118,196Pt,1552.32,1552320,7.92E+3,2.60E-3
78,119,197Pt,1558.27,1558270,7.91E+3,2.70E-3
78,119,197Pt,1558.27,1558270,7.91E+3,2.70E-3
78,113,191Pt,1514.63,1514630,7.93E+3,2.16E-2
78,114,192Pt,1524.48,1524480,7.94E+3,1.34E-2
78,115,193Pt,1530.49,1530490,7.93E+3,7.00E-3
78,115,193Pt,1530.49,1530490,7.93E+3,7.00E-3
78,116,194Pt,1538.42,1538420,7.93E+3,2.60E-3
78,120,198Pt,1566.18,1566180,7.91E+3,1.06E-2
78,121,199Pt,1572.1,1572100,7.90E+3,1.09E-2
78,121,199Pt,1572.1,1572100,7.90E+3,1.09E-2
78,122,200Pt,1578,1578000,7.89E+3,1.00E-1
78,123,201Pt,1583.88,1583880,7.88E+3,2.49E-1
78,128,206Pt,1610.92,1610920,7.82E+3,1
78,129,207Pt,1612.53,1612530,7.79E+3,2
78,124,202Pt,1591.76,1591760,7.88E+3,1.24E-1
78,125,203Pt,1595.58,1595580,7.86E+3,1
78,125,203Pt,1595.58,1595580,7.86E+3,1
78,126,204Pt,1601.4,1601400,7.85E+3,1
78,127,205Pt,1605.15,1605150,7.83E+3,1
78,88,166Pt,1283.18,1283180,7.73E+3,2
78,87,165Pt,1270.5,1270500,7.70E+3,2
78,89,167Pt,1292.58,1292580,7.74E+3,2
78,91,169Pt,1314.82,1314820,7.78E+3,1
78,90,168Pt,1305.36,1305360,7.77E+3,8.92E-1
78,93,171Pt,1335.51,1335510,7.81E+3,4.73E-1
78,92,170Pt,1326,1326000,7.80E+3,1.07E-1
78,95,173Pt,1356.32,1356320,7.84E+3,3.66E-1
78,94,172Pt,1346.76,1346760,7.83E+3,6.03E-2
78,97,175Pt,1375.5,1375500,7.86E+3,1.06E-1
78,96,174Pt,1367.64,1367640,7.86E+3,5.94E-2
78,99,177Pt,1396.53,1396530,7.89E+3,8.47E-2
78,98,176Pt,1386.88,1386880,7.88E+3,7.22E-2
79,92,171Au,1325.25,1325250,7.75E+3,1.21E-1
79,92,171Au,1325.25,1325250,7.75E+3,1.21E-1
79,91,170Au,1314.1,1314100,7.73E+3,1
79,91,170Au,1314.1,1314100,7.73E+3,1
79,94,173Au,1345.94,1345940,7.78E+3,1.31E-1
79,94,173Au,1345.94,1345940,7.78E+3,1.31E-1
79,93,172Au,1334.72,1334720,7.76E+3,3.26E-1
79,93,172Au,1334.72,1334720,7.76E+3,3.26E-1
79,96,175Au,1366.75,1366750,7.81E+3,2.20E-1
79,96,175Au,1366.75,1366750,7.81E+3,2.20E-1
79,95,174Au,1355.46,1355460,7.79E+3,1
79,95,174Au,1355.46,1355460,7.79E+3,1
79,98,177Au,1387.68,1387680,7.84E+3,5.63E-2
79,98,177Au,1387.68,1387680,7.84E+3,5.63E-2
79,97,176Au,1376.32,1376320,7.82E+3,1.88E-1
79,97,176Au,1376.32,1376320,7.82E+3,1.88E-1
79,99,178Au,1395.52,1395520,7.84E+3,5.76E-2
79,99,178Au,1395.52,1395520,7.84E+3,5.76E-2
79,109,188Au,1487.08,1487080,7.91E+3,1.44E-2
79,100,179Au,1406.94,1406940,7.86E+3,6.53E-2
79,103,182Au,1434.16,1434160,7.88E+3,1.03E-1
79,104,183Au,1443.87,1443870,7.89E+3,5.15E-2
79,101,180Au,1416.6,1416600,7.87E+3,2.64E-2
79,102,181Au,1426.28,1426280,7.88E+3,1.10E-1
79,107,186Au,1469.4,1469400,7.90E+3,1.12E-1
79,108,187Au,1479.17,1479170,7.91E+3,1.20E-1
79,108,187Au,1479.17,1479170,7.91E+3,1.20E-1
79,105,184Au,1453.6,1453600,7.90E+3,1.21E-1
79,105,184Au,1453.6,1453600,7.90E+3,1.21E-1
79,106,185Au,1461.5,1461500,7.90E+3,1.41E-2
79,106,185Au,1461.5,1461500,7.90E+3,1.41E-2
79,110,189Au,1496.88,1496880,7.92E+3,1.06E-1
79,110,189Au,1496.88,1496880,7.92E+3,1.06E-1
79,111,190Au,1502.9,1502900,7.91E+3,1.81E-2
79,111,190Au,1502.9,1502900,7.91E+3,1.81E-2
79,114,193Au,1528.56,1528560,7.92E+3,4.49E-2
79,114,193Au,1528.56,1528560,7.92E+3,4.49E-2
79,115,194Au,1534.54,1534540,7.91E+3,1.09E-2
79,115,194Au,1534.54,1534540,7.91E+3,1.09E-2
79,115,194Au,1534.54,1534540,7.91E+3,1.09E-2
79,112,191Au,1512.72,1512720,7.92E+3,2.58E-2
79,112,191Au,1512.72,1512720,7.92E+3,2.58E-2
79,113,192Au,1520.64,1520640,7.92E+3,8.24E-2
79,113,192Au,1520.64,1520640,7.92E+3,8.24E-2
79,118,197Au,1558.27,1558270,7.91E+3,2.80E-3
79,118,197Au,1558.27,1558270,7.91E+3,2.80E-3
79,119,198Au,1564.2,1564200,7.90E+3,2.70E-3
79,119,198Au,1564.2,1564200,7.90E+3,2.70E-3
79,116,195Au,1544.4,1544400,7.92E+3,5.70E-3
79,116,195Au,1544.4,1544400,7.92E+3,5.70E-3
79,117,196Au,1550.36,1550360,7.91E+3,1.51E-2
79,117,196Au,1550.36,1550360,7.91E+3,1.51E-2
79,117,196Au,1550.36,1550360,7.91E+3,1.51E-2
79,121,200Au,1578,1578000,7.89E+3,1.33E-1
79,121,200Au,1578,1578000,7.89E+3,1.33E-1
79,122,201Au,1585.89,1585890,7.89E+3,1.60E-2
79,120,199Au,1572.1,1572100,7.90E+3,2.70E-3
79,125,204Au,1603.44,1603440,7.86E+3,1
79,126,205Au,1611.3,1611300,7.86E+3,1
79,126,205Au,1611.3,1611300,7.86E+3,1
79,123,202Au,1591.76,1591760,7.88E+3,1.15E-1
79,124,203Au,1599.64,1599640,7.88E+3,1.52E-2
79,129,208Au,1622.4,1622400,7.80E+3,1
79,127,206Au,1615.04,1615040,7.84E+3,1
79,128,207Au,1618.74,1618740,7.82E+3,1
79,130,209Au,1626.02,1626020,7.78E+3,2
79,131,210Au,1629.6,1629600,7.76E+3,2
80,90,170Hg,1303.9,1303900,7.67E+3,2
80,94,174Hg,1346.76,1346760,7.74E+3,1.10E-1
80,93,173Hg,1335.56,1335560,7.72E+3,1
80,92,172Hg,1326.12,1326120,7.71E+3,8.72E-1
80,91,171Hg,1313.28,1313280,7.68E+3,2
80,98,178Hg,1390.18,1390180,7.81E+3,6.04E-2
80,97,177Hg,1377.06,1377060,7.78E+3,4.78E-1
80,96,176Hg,1369.28,1369280,7.78E+3,6.32E-2
80,95,175Hg,1356.25,1356250,7.75E+3,4.63E-1
80,99,179Hg,1397.99,1397990,7.81E+3,1.57E-1
80,103,183Hg,1436.55,1436550,7.85E+3,3.87E-2
80,104,184Hg,1448.08,1448080,7.87E+3,5.18E-2
80,105,185Hg,1455.95,1455950,7.87E+3,7.37E-2
80,105,185Hg,1455.95,1455950,7.87E+3,7.37E-2
80,106,186Hg,1465.68,1465680,7.88E+3,6.26E-2
80,107,187Hg,1473.56,1473560,7.88E+3,6.88E-2
80,107,187Hg,1473.56,1473560,7.88E+3,6.88E-2
80,108,188Hg,1483.32,1483320,7.89E+3,3.61E-2
80,109,189Hg,1491.21,1491210,7.89E+3,1.66E-1
80,109,189Hg,1491.21,1491210,7.89E+3,1.66E-1
80,110,190Hg,1501,1501000,7.90E+3,8.37E-2
80,111,191Hg,1508.9,1508900,7.90E+3,1.16E-1
80,111,191Hg,1508.9,1508900,7.90E+3,1.16E-1
80,112,192Hg,1518.72,1518720,7.91E+3,8.09E-2
80,113,193Hg,1524.7,1524700,7.90E+3,8.03E-2
80,113,193Hg,1524.7,1524700,7.90E+3,8.03E-2
80,114,194Hg,1534.54,1534540,7.91E+3,1.49E-2
80,115,195Hg,1540.5,1540500,7.90E+3,1.18E-1
80,115,195Hg,1540.5,1540500,7.90E+3,1.18E-1
80,116,196Hg,1550.36,1550360,7.91E+3,1.50E-2
80,117,197Hg,1556.3,1556300,7.90E+3,1.62E-2
80,117,197Hg,1556.3,1556300,7.90E+3,1.62E-2
80,118,198Hg,1566.18,1566180,7.91E+3,2.30E-3
80,119,199Hg,1572.1,1572100,7.90E+3,2.70E-3
80,119,199Hg,1572.1,1572100,7.90E+3,2.70E-3
80,120,200Hg,1580,1580000,7.90E+3,2.70E-3
80,121,201Hg,1585.89,1585890,7.89E+3,3.60E-3
80,122,202Hg,1593.78,1593780,7.89E+3,3.50E-3
80,123,203Hg,1599.64,1599640,7.88E+3,8.00E-3
80,124,204Hg,1607.52,1607520,7.88E+3,2.50E-3
80,100,180Hg,1409.4,1409400,7.83E+3,7.02E-2
80,101,181Hg,1417.23,1417230,7.83E+3,8.50E-2
80,102,182Hg,1428.7,1428700,7.85E+3,5.38E-2
80,125,205Hg,1613.35,1613350,7.87E+3,1.78E-2
80,126,206Hg,1619.16,1619160,7.86E+3,9.92E-2
80,127,207Hg,1622.88,1622880,7.84E+3,1.44E-1
80,128,208Hg,1628.64,1628640,7.83E+3,1.47E-1
80,129,209Hg,1632.29,1632290,7.81E+3,1
80,130,210Hg,1635.9,1635900,7.79E+3,1
80,131,211Hg,1639.47,1639470,7.77E+3,1
80,132,212Hg,1645.12,1645120,7.76E+3,1
80,133,213Hg,1646.49,1646490,7.73E+3,1
80,134,214Hg,1652.08,1652080,7.72E+3,2
80,135,215Hg,1655.5,1655500,7.70E+3,2
80,136,216Hg,1658.88,1658880,7.68E+3,2
81,111,192Tl,1511.04,1511040,7.87E+3,1.65E-1
81,111,192Tl,1511.04,1511040,7.87E+3,1.65E-1
81,112,193Tl,1520.84,1520840,7.88E+3,3.48E-2
81,112,193Tl,1520.84,1520840,7.88E+3,3.48E-2
81,110,191Tl,1503.17,1503170,7.87E+3,3.85E-2
81,110,191Tl,1503.17,1503170,7.87E+3,3.85E-2
81,108,189Tl,1485.54,1485540,7.86E+3,4.43E-2
81,108,189Tl,1485.54,1485540,7.86E+3,4.43E-2
81,109,190Tl,1493.4,1493400,7.86E+3,3.82E-2
81,109,190Tl,1493.4,1493400,7.86E+3,3.82E-2
81,106,187Tl,1467.95,1467950,7.85E+3,4.29E-2
81,106,187Tl,1467.95,1467950,7.85E+3,4.29E-2
81,107,188Tl,1475.8,1475800,7.85E+3,1.59E-1
81,107,188Tl,1475.8,1475800,7.85E+3,1.59E-1
81,104,185Tl,1448.55,1448550,7.83E+3,1.11E-1
81,104,185Tl,1448.55,1448550,7.83E+3,1.11E-1
81,105,186Tl,1456.38,1456380,7.83E+3,1.11E-1
81,105,186Tl,1456.38,1456380,7.83E+3,1.11E-1
81,105,186Tl,1456.38,1456380,7.83E+3,1.11E-1
81,102,183Tl,1429.23,1429230,7.81E+3,5.09E-2
81,103,184Tl,1437.04,1437040,7.81E+3,5.44E-2
81,103,184Tl,1437.04,1437040,7.81E+3,5.44E-2
81,103,184Tl,1437.04,1437040,7.81E+3,5.44E-2
81,122,203Tl,1599.64,1599640,7.88E+3,5.80E-3
81,123,204Tl,1607.52,1607520,7.88E+3,5.70E-3
81,120,201Tl,1585.89,1585890,7.89E+3,7.06E-2
81,121,202Tl,1591.76,1591760,7.88E+3,9.10E-3
81,119,200Tl,1576,1576000,7.88E+3,2.88E-2
81,117,198Tl,1562.22,1562220,7.89E+3,3.81E-2
81,117,198Tl,1562.22,1562220,7.89E+3,3.81E-2
81,118,199Tl,1570.11,1570110,7.89E+3,1.40E-1
81,115,196Tl,1544.48,1544480,7.88E+3,6.18E-2
81,115,196Tl,1544.48,1544480,7.88E+3,6.18E-2
81,116,197Tl,1554.33,1554330,7.89E+3,6.89E-2
81,116,197Tl,1554.33,1554330,7.89E+3,6.89E-2
81,113,194Tl,1528.72,1528720,7.88E+3,7.20E-2
81,113,194Tl,1528.72,1528720,7.88E+3,7.20E-2
81,114,195Tl,1538.55,1538550,7.89E+3,5.71E-2
81,114,195Tl,1538.55,1538550,7.89E+3,5.71E-2
81,100,181Tl,1409.99,1409990,7.79E+3,5.03E-2
81,101,182Tl,1417.78,1417780,7.79E+3,6.58E-2
81,101,182Tl,1417.78,1417780,7.79E+3,6.58E-2
81,133,214Tl,1656.36,1656360,7.74E+3,1
81,134,215Tl,1661.95,1661950,7.73E+3,1
81,131,212Tl,1649.36,1649360,7.78E+3,1
81,132,213Tl,1652.88,1652880,7.76E+3,1.26E-1
81,130,211Tl,1643.69,1643690,7.79E+3,1.98E-1
81,128,209Tl,1636.47,1636470,7.83E+3,2.92E-2
81,129,210Tl,1640.1,1640100,7.81E+3,5.53E-2
81,126,207Tl,1627.02,1627020,7.86E+3,2.63E-2
81,126,207Tl,1627.02,1627020,7.86E+3,2.63E-2
81,127,208Tl,1630.72,1630720,7.84E+3,8.90E-3
81,124,205Tl,1613.35,1613350,7.87E+3,6.00E-3
81,125,206Tl,1621.22,1621220,7.87E+3,6.20E-3
81,125,206Tl,1621.22,1621220,7.87E+3,6.20E-3
81,135,216Tl,1663.2,1663200,7.70E+3,1
81,136,217Tl,1668.73,1668730,7.69E+3,2
81,95,176Tl,1355.2,1355200,7.70E+3,4.71E-1
81,96,177Tl,1368.21,1368210,7.73E+3,1.22E-1
81,97,178Tl,1377.72,1377720,7.74E+3,1
81,98,179Tl,1389.04,1389040,7.76E+3,2.15E-1
81,99,180Tl,1398.6,1398600,7.77E+3,3.88E-1
82,96,178Pb,1368.82,1368820,7.69E+3,1.30E-1
82,97,179Pb,1378.3,1378300,7.70E+3,4.53E-1
82,98,180Pb,1389.6,1389600,7.72E+3,6.89E-2
82,99,181Pb,1399.13,1399130,7.73E+3,4.69E-1
82,116,198Pb,1558.26,1558260,7.87E+3,4.42E-2
82,117,199Pb,1566.13,1566130,7.87E+3,3.43E-2
82,117,199Pb,1566.13,1566130,7.87E+3,3.43E-2
82,118,200Pb,1576,1576000,7.88E+3,5.00E-2
82,119,201Pb,1581.87,1581870,7.87E+3,6.84E-2
82,119,201Pb,1581.87,1581870,7.87E+3,6.84E-2
82,112,194Pb,1524.84,1524840,7.86E+3,8.98E-2
82,113,195Pb,1532.7,1532700,7.86E+3,2.61E-2
82,113,195Pb,1532.7,1532700,7.86E+3,2.61E-2
82,114,196Pb,1542.52,1542520,7.87E+3,3.93E-2
82,115,197Pb,1550.39,1550390,7.87E+3,2.44E-2
82,115,197Pb,1550.39,1550390,7.87E+3,2.44E-2
82,120,202Pb,1591.76,1591760,7.88E+3,1.88E-2
82,120,202Pb,1591.76,1591760,7.88E+3,1.88E-2
82,121,203Pb,1597.61,1597610,7.87E+3,3.23E-2
82,121,203Pb,1597.61,1597610,7.87E+3,3.23E-2
82,121,203Pb,1597.61,1597610,7.87E+3,3.23E-2
82,122,204Pb,1605.48,1605480,7.87E+3,5.60E-3
82,122,204Pb,1605.48,1605480,7.87E+3,5.60E-3
82,105,187Pb,1458.6,1458600,7.80E+3,2.72E-2
82,105,187Pb,1458.6,1458600,7.80E+3,2.72E-2
82,106,188Pb,1470.16,1470160,7.82E+3,5.39E-2
82,107,189Pb,1477.98,1477980,7.82E+3,7.43E-2
82,107,189Pb,1477.98,1477980,7.82E+3,7.43E-2
82,108,190Pb,1489.6,1489600,7.84E+3,6.59E-2
82,101,183Pb,1420.08,1420080,7.76E+3,1.58E-1
82,101,183Pb,1420.08,1420080,7.76E+3,1.58E-1
82,102,184Pb,1431.52,1431520,7.78E+3,6.96E-2
82,103,185Pb,1439.3,1439300,7.78E+3,8.74E-2
82,103,185Pb,1439.3,1439300,7.78E+3,8.74E-2
82,104,186Pb,1450.8,1450800,7.80E+3,5.92E-2
82,109,191Pb,1497.44,1497440,7.84E+3,3.46E-2
82,109,191Pb,1497.44,1497440,7.84E+3,3.46E-2
82,110,192Pb,1507.2,1507200,7.85E+3,2.98E-2
82,111,193Pb,1515.05,1515050,7.85E+3,5.33E-2
82,111,193Pb,1515.05,1515050,7.85E+3,5.33E-2
82,100,182Pb,1410.5,1410500,7.75E+3,6.64E-2
82,138,220Pb,1687.4,1687400,7.67E+3,2
82,134,216Pb,1671.84,1671840,7.74E+3,1
82,135,217Pb,1673.07,1673070,7.71E+3,1
82,136,218Pb,1678.6,1678600,7.70E+3,1
82,137,219Pb,1681.92,1681920,7.68E+3,2
82,127,209Pb,1638.56,1638560,7.84E+3,8.40E-3
82,128,210Pb,1644.3,1644300,7.83E+3,6.90E-3
82,129,211Pb,1647.91,1647910,7.81E+3,1.07E-2
82,123,205Pb,1613.35,1613350,7.87E+3,5.60E-3
82,124,206Pb,1621.22,1621220,7.87E+3,5.60E-3
82,125,207Pb,1627.02,1627020,7.86E+3,5.50E-3
82,125,207Pb,1627.02,1627020,7.86E+3,5.50E-3
82,126,208Pb,1634.88,1634880,7.86E+3,5.50E-3
82,130,212Pb,1653.6,1653600,7.80E+3,8.69E-3
82,131,213Pb,1657.14,1657140,7.78E+3,3.25E-2
82,132,214Pb,1662.78,1662780,7.77E+3,9.20E-3
82,133,215Pb,1666.25,1666250,7.75E+3,2.45E-1
83,120,203Bi,1593.55,1593550,7.85E+3,6.29E-2
83,120,203Bi,1593.55,1593550,7.85E+3,6.29E-2
83,121,204Bi,1601.4,1601400,7.85E+3,4.50E-2
83,113,196Bi,1534.68,1534680,7.83E+3,1.24E-1
83,113,196Bi,1534.68,1534680,7.83E+3,1.24E-1
83,113,196Bi,1534.68,1534680,7.83E+3,1.24E-1
83,114,197Bi,1544.48,1544480,7.84E+3,4.23E-2
83,114,197Bi,1544.48,1544480,7.84E+3,4.23E-2
83,111,194Bi,1515.14,1515140,7.81E+3,2.71E-2
83,111,194Bi,1515.14,1515140,7.81E+3,2.71E-2
83,111,194Bi,1515.14,1515140,7.81E+3,2.71E-2
83,112,195Bi,1526.85,1526850,7.83E+3,2.71E-2
83,112,195Bi,1526.85,1526850,7.83E+3,2.71E-2
83,117,200Bi,1568,1568000,7.84E+3,1.13E-1
83,117,200Bi,1568,1568000,7.84E+3,1.13E-1
83,117,200Bi,1568,1568000,7.84E+3,1.13E-1
83,118,201Bi,1577.85,1577850,7.85E+3,6.06E-2
83,118,201Bi,1577.85,1577850,7.85E+3,6.06E-2
83,115,198Bi,1552.32,1552320,7.84E+3,1.39E-1
83,115,198Bi,1552.32,1552320,7.84E+3,1.39E-1
83,115,198Bi,1552.32,1552320,7.84E+3,1.39E-1
83,116,199Bi,1560.16,1560160,7.84E+3,5.33E-2
83,116,199Bi,1560.16,1560160,7.84E+3,5.33E-2
83,119,202Bi,1585.7,1585700,7.85E+3,6.93E-2
83,110,193Bi,1507.33,1507330,7.81E+3,3.93E-2
83,110,193Bi,1507.33,1507330,7.81E+3,3.93E-2
83,102,185Bi,1430.05,1430050,7.73E+3,0
83,103,186Bi,1437.78,1437780,7.73E+3,9.11E-2
83,101,184Bi,1418.64,1418640,7.71E+3,1
83,106,189Bi,1470.42,1470420,7.78E+3,1.10E-1
83,107,190Bi,1478.2,1478200,7.78E+3,1.10E-1
83,107,190Bi,1478.2,1478200,7.78E+3,1.10E-1
83,104,187Bi,1449.25,1449250,7.75E+3,5.35E-2
83,105,188Bi,1458.88,1458880,7.76E+3,5.95E-2
83,105,188Bi,1458.88,1458880,7.76E+3,5.95E-2
83,108,191Bi,1489.8,1489800,7.80E+3,3.92E-2
83,108,191Bi,1489.8,1489800,7.80E+3,3.92E-2
83,109,192Bi,1497.6,1497600,7.80E+3,1.56E-1
83,109,192Bi,1497.6,1497600,7.80E+3,1.56E-1
83,140,223Bi,1701.49,1701490,7.63E+3,2
83,141,224Bi,1704.64,1704640,7.61E+3,2
83,135,218Bi,1680.78,1680780,7.71E+3,1.23E-1
83,136,219Bi,1686.3,1686300,7.70E+3,1
83,133,216Bi,1671.84,1671840,7.74E+3,5.18E-2
83,133,216Bi,1671.84,1671840,7.74E+3,5.18E-2
83,134,217Bi,1677.41,1677410,7.73E+3,8.16E-2
83,139,222Bi,1696.08,1696080,7.64E+3,1
83,137,220Bi,1689.6,1689600,7.68E+3,1
83,138,221Bi,1692.86,1692860,7.66E+3,1
83,131,214Bi,1662.78,1662780,7.77E+3,5.24E-2
83,131,214Bi,1662.78,1662780,7.77E+3,5.24E-2
83,132,215Bi,1668.4,1668400,7.76E+3,2.62E-2
83,132,215Bi,1668.4,1668400,7.76E+3,2.62E-2
83,130,213Bi,1659.27,1659270,7.79E+3,2.39E-2
83,124,207Bi,1624.95,1624950,7.85E+3,1.15E-2
83,125,208Bi,1630.72,1630720,7.84E+3,1.11E-2
83,122,205Bi,1609.25,1609250,7.85E+3,2.35E-2
83,123,206Bi,1617.1,1617100,7.85E+3,3.71E-2
83,128,211Bi,1647.91,1647910,7.81E+3,2.58E-2
83,129,212Bi,1653.6,1653600,7.80E+3,8.69E-3
83,129,212Bi,1653.6,1653600,7.80E+3,8.69E-3
83,129,212Bi,1653.6,1653600,7.80E+3,8.69E-3
83,126,209Bi,1638.56,1638560,7.84E+3,6.50E-3
83,127,210Bi,1644.3,1644300,7.83E+3,6.50E-3
83,127,210Bi,1644.3,1644300,7.83E+3,6.50E-3
84,121,205Po,1605.15,1605150,7.83E+3,4.91E-2
84,122,206Po,1615.04,1615040,7.84E+3,1.95E-2
84,123,207Po,1620.81,1620810,7.83E+3,3.22E-2
84,123,207Po,1620.81,1620810,7.83E+3,3.22E-2
84,124,208Po,1628.64,1628640,7.83E+3,8.00E-3
84,125,209Po,1636.47,1636470,7.83E+3,8.50E-3
84,126,210Po,1644.3,1644300,7.83E+3,5.50E-3
84,127,211Po,1647.91,1647910,7.81E+3,6.00E-3
84,127,211Po,1647.91,1647910,7.81E+3,6.00E-3
84,128,212Po,1655.72,1655720,7.81E+3,5.40E-3
84,128,212Po,1655.72,1655720,7.81E+3,5.40E-3
84,129,213Po,1659.27,1659270,7.79E+3,1.43E-2
84,130,214Po,1664.92,1664920,7.78E+3,6.80E-3
84,131,215Po,1668.4,1668400,7.76E+3,9.90E-3
84,132,216Po,1674,1674000,7.75E+3,8.40E-3
84,133,217Po,1679.58,1679580,7.74E+3,3.02E-2
84,134,218Po,1685.14,1685140,7.73E+3,8.99E-3
84,135,219Po,1688.49,1688490,7.71E+3,7.23E-2
84,136,220Po,1694,1694000,7.70E+3,8.04E-2
84,137,221Po,1697.28,1697280,7.68E+3,8.85E-2
84,138,222Po,1702.74,1702740,7.67E+3,1.80E-1
84,139,223Po,1705.95,1705950,7.65E+3,1
84,140,224Po,1711.36,1711360,7.64E+3,1
84,141,225Po,1714.5,1714500,7.62E+3,1
84,142,226Po,1719.86,1719860,7.61E+3,2
84,143,227Po,1722.93,1722930,7.59E+3,2
84,102,186Po,1430.34,1430340,7.69E+3,9.83E-2
84,103,187Po,1439.9,1439900,7.70E+3,1.74E-1
84,104,188Po,1451.36,1451360,7.72E+3,1.06E-1
84,105,189Po,1460.97,1460970,7.73E+3,1.16E-1
84,106,190Po,1470.6,1470600,7.74E+3,6.93E-2
84,107,191Po,1480.25,1480250,7.75E+3,3.71E-2
84,108,192Po,1491.84,1491840,7.77E+3,5.54E-2
84,109,193Po,1499.61,1499610,7.77E+3,7.53E-2
84,109,193Po,1499.61,1499610,7.77E+3,7.53E-2
84,110,194Po,1509.32,1509320,7.78E+3,6.66E-2
84,111,195Po,1519.05,1519050,7.79E+3,3.10E-2
84,111,195Po,1519.05,1519050,7.79E+3,3.10E-2
84,112,196Po,1528.8,1528800,7.80E+3,2.75E-2
84,113,197Po,1536.6,1536600,7.80E+3,5.01E-2
84,113,197Po,1536.6,1536600,7.80E+3,5.01E-2
84,114,198Po,1546.38,1546380,7.81E+3,8.80E-2
84,115,199Po,1554.19,1554190,7.81E+3,2.73E-2
84,115,199Po,1554.19,1554190,7.81E+3,2.73E-2
84,116,200Po,1564,1564000,7.82E+3,3.79E-2
84,117,201Po,1571.82,1571820,7.82E+3,2.46E-2
84,117,201Po,1571.82,1571820,7.82E+3,2.46E-2
84,118,202Po,1581.66,1581660,7.83E+3,4.29E-2
84,119,203Po,1589.49,1589490,7.83E+3,2.29E-2
84,119,203Po,1589.49,1589490,7.83E+3,2.29E-2
84,120,204Po,1597.32,1597320,7.83E+3,4.94E-2
85,108,193At,1489.96,1489960,7.72E+3,1.12E-1
85,109,194At,1499.62,1499620,7.73E+3,1.21E-1
85,109,194At,1499.62,1499620,7.73E+3,1.21E-1
85,106,191At,1470.7,1470700,7.70E+3,8.43E-2
85,107,192At,1478.4,1478400,7.70E+3,1.45E-1
85,107,192At,1478.4,1478400,7.70E+3,1.45E-1
85,119,204At,1591.2,1591200,7.80E+3,1.11E-1
85,119,204At,1591.2,1591200,7.80E+3,1.11E-1
85,117,202At,1573.58,1573580,7.79E+3,1.36E-1
85,117,202At,1573.58,1573580,7.79E+3,1.36E-1
85,117,202At,1573.58,1573580,7.79E+3,1.36E-1
85,118,203At,1583.4,1583400,7.80E+3,5.23E-2
85,115,200At,1556,1556000,7.78E+3,1.22E-1
85,115,200At,1556,1556000,7.78E+3,1.22E-1
85,115,200At,1556,1556000,7.78E+3,1.22E-1
85,116,201At,1565.79,1565790,7.79E+3,4.07E-2
85,113,198At,1536.48,1536480,7.76E+3,2.48E-2
85,113,198At,1536.48,1536480,7.76E+3,2.48E-2
85,114,199At,1548.22,1548220,7.78E+3,2.71E-2
85,114,199At,1548.22,1548220,7.78E+3,2.71E-2
85,111,196At,1519,1519000,7.75E+3,1.54E-1
85,112,197At,1528.72,1528720,7.76E+3,4.05E-2
85,112,197At,1528.72,1528720,7.76E+3,4.05E-2
85,110,195At,1509.3,1509300,7.74E+3,4.91E-2
85,110,195At,1509.3,1509300,7.74E+3,4.91E-2
85,128,213At,1659.27,1659270,7.79E+3,2.30E-2
85,129,214At,1662.78,1662780,7.77E+3,1.85E-2
85,126,211At,1647.91,1647910,7.81E+3,1.29E-2
85,127,212At,1651.48,1651480,7.79E+3,1.12E-2
85,127,212At,1651.48,1651480,7.79E+3,1.12E-2
85,124,209At,1632.29,1632290,7.81E+3,2.27E-2
85,125,210At,1640.1,1640100,7.81E+3,3.66E-2
85,122,207At,1616.67,1616670,7.81E+3,5.99E-2
